chr,gene,length
chr21,MIR6724-2.csv,92
chr19,ZNF813.csv,28523
chr22,LOC107985545.csv,9202
chr21,LOC102724584.csv,5736
chr7,LOC107986719.csv,2007
chr10,LOC105378268.csv,8026
chr13,SCEL.csv,109570
chr1,HIPK1.csv,48546
chr9,SLC44A1.csv,195168
chr1,DISC1-IT1.csv,19372
chr18,LINC01928.csv,11519
chr3,LOC107986148.csv,3653
chr15,MIR1469.csv,47
chr11,NLRX1.csv,15683
chr2,LOC105374570.csv,10370
chr6,LOC105377894.csv,10042
chr5,LOC100288254.csv,12780
chr16,NUTF2.csv,25635
chr20,SNORD110.csv,75
chr7,NIPSNAP2.csv,35595
chr13,COL4A2.csv,205926
chr9,LINC02957.csv,4554
chr13,SNORA27.csv,126
chr15,SLC27A2.csv,54190
chr3,LOC107986116.csv,17729
chr4,FGFRL1.csv,16969
chr19,FCHO1.csv,40819
chr5,LOC101928768.csv,1457
chr6,TCF21.csv,6425
chr5,LINC02218.csv,39937
chr8,LOC102467222.csv,15306
chr12,LOC100507560.csv,13827
chr12,RAB5B.csv,22735
chr11,TOMT.csv,3673
chr13,ZIC2.csv,4982
chr14,DICER1-AS1.csv,22246
chr2,LOC107985883.csv,14468
chr7,FMC1.csv,5857
chr2,LOC105373918.csv,80240
chr16,LOC105371096.csv,9742
chr23,KIF4A.csv,130783
chr7,ASB4.csv,59300
chr15,SNORD115-10.csv,81
chr1,KIF26B.csv,554448
chr1,TMCO1-AS1.csv,6521
chr8,LOC105375783.csv,9440
chr13,CFAP97D2.csv,50004
chr12,SLC17A8.csv,64982
chr20,PROCR.csv,43918
chr9,FAM189A2.csv,67895
chr8,CHCHD7.csv,7021
chr11,LOC107984405.csv,4886
chr3,ZNF660.csv,14731
chr11,LOC105376506.csv,8654
chr2,LOC105373419.csv,807
chr6,TRK-TTT3-3.csv,73
chr21,CYYR1-AS1.csv,175618
chr6,LOC105377947.csv,9953
chr1,LOC112268219.csv,2661
chr19,EDDM13.csv,37707
chr6,MYMX.csv,25872
chr20,SLC32A1.csv,4887
chr3,LINC02877.csv,18203
chr20,LINC01273.csv,4102
chr10,RPP38.csv,7041
chr15,LINC02345.csv,21948
chr2,SCYGR2.csv,363
chr24,LOC101929148.csv,45775
chr10,MIR4484.csv,83
chr2,LINC01122.csv,543014
chr2,MTA3.csv,262837
chr20,PRNP.csv,15133
chr4,LOC107986239.csv,2505
chr13,LOC105370249.csv,53006
chr13,MIR3170.csv,77
chr5,VTRNA1-2.csv,88
chr7,TRBV4-1.csv,454
chr1,MTF2.csv,59794
chr14,MIR539.csv,78
chr17,ADAM11.csv,22859
chr11,LOC105369399.csv,875
chr2,LOC105373395.csv,4412
chr8,ATP6V1C1.csv,51969
chr3,LOC105374307.csv,1073
chr7,CHPF2.csv,6340
chr2,LOC105374846.csv,26964
chr12,LOC107984129.csv,13754
chr9,MIR6856.csv,67
chr16,LOC105371094.csv,2727
chr9,RNF224.csv,2139
chr23,LOC107985646.csv,7569
chr10,LOC105376340.csv,4997
chr3,CLEC3B.csv,9865
chr16,LOC105371409.csv,1511
chr14,C14orf178.csv,8975
chr11,PRR5L.csv,168917
chr8,LOC101929601.csv,2084
chr4,LOC107986193.csv,2568
chr19,ATCAY.csv,47398
chr4,LINC02510.csv,6193
chr14,MIR369.csv,70
chr2,KLF11.csv,11287
chr11,NCAM1.csv,317017
chr7,C1GALT1.csv,66073
chr16,MIR3177.csv,82
chr19,CNN2.csv,12458
chr19,LINC00905.csv,8423
chr19,LOC107985297.csv,3237
chr9,MIR6853.csv,74
chr7,LOC105375493.csv,4609
chr3,LOC101928711.csv,1698
chr7,GTPBP10.csv,44738
chr10,LOC107984171.csv,11064
chr1,TGFB2-OT1.csv,1370
chr9,LOC105376289.csv,7193
chr14,TRAJ41.csv,62
chr3,SLC38A3.csv,16219
chr10,PRAP1.csv,5311
chr20,ID1.csv,1222
chr20,LINC01752.csv,938
chr3,TRAK1.csv,212089
chr1,SCNN1D.csv,11590
chr1,MR1.csv,28552
chr10,LOC105378318.csv,17897
chr1,FLVCR1.csv,41089
chr19,ZNF534.csv,23116
chr6,EZR-AS1.csv,4261
chr11,SCGB2A2.csv,3031
chr7,RINT1.csv,35509
chr1,LOC102724572.csv,43863
chr9,LOC105379249.csv,1414
chr17,MIR634.csv,97
chr4,TRAPPC11.csv,54316
chr1,PRRX1.csv,76694
chr3,FAM240A.csv,14019
chr5,PCDHB1.csv,7973
chr9,TMOD1.csv,100564
chr5,IRX4-AS1.csv,1905
chr11,LOC105376536.csv,4103
chr19,MIR3190.csv,80
chr15,LOC105370959.csv,19715
chr17,GALR2.csv,6714
chr19,C19orf53.csv,4318
chr7,MEST.csv,20291
chr10,PAPSS2.csv,87828
chr23,PHF6.csv,55479
chr1,LOC105376687.csv,930
chr1,MIR4424.csv,86
chr3,GP9.csv,6963
chr10,C10orf53.csv,30611
chr23,LOC107985656.csv,16224
chr11,LOC102724784.csv,41499
chr4,FAT4.csv,178015
chr6,CEP57L1.csv,79256
chr19,ZNF507.csv,42058
chr9,SNORD62A.csv,86
chr7,CASP2.csv,19346
chr3,TNK2-AS1.csv,5189
chr2,CENPO.csv,29038
chr5,LOC105379047.csv,31742
chr19,NCAN.csv,40276
chr6,AIF1.csv,1804
chr6,ADGRF2.csv,41323
chr2,LOC107985812.csv,3951
chr22,LOC102723722.csv,1824
chr12,SBNO1-AS1.csv,857
chr16,CLEC16A.csv,248734
chr10,FAM238A.csv,4460
chr16,SOX8.csv,5210
chr13,RNASEH2B.csv,60785
chr19,LINC00906.csv,4018
chr14,LINC00642.csv,3676
chr1,POLR3C.csv,21220
chr17,TMEM97.csv,9645
chr1,MIR30E.csv,92
chr8,LOC101929492.csv,125559
chr7,PAXIP1-AS2.csv,20974
chr12,DNAJC22.csv,6803
chr15,SERF2.csv,19004
chr21,LOC107985482.csv,7973
chr12,LOC105369666.csv,1100
chr11,FAR1.csv,63681
chr16,CKLF.csv,13725
chr17,BAHCC1.csv,70901
chr7,TRIP6.csv,6068
chr16,LOC339059.csv,2982
chr19,TRG-TCC1-1.csv,72
chr11,LINC02702.csv,18831
chr16,CACNA1H.csv,68664
chr11,MIR34C.csv,77
chr1,RHOU.csv,102023
chr2,SNORD53.csv,78
chr4,LOC105377590.csv,833
chr22,LOC105373007.csv,15218
chr3,SLC6A1.csv,46500
chr22,INPP5J.csv,26962
chr17,TSPAN10.csv,11560
chr1,EFHD2.csv,20452
chr14,LOC105370674.csv,2103
chr1,PRAMEF25.csv,7111
chr13,LOC105370222.csv,10811
chr1,DMAP1.csv,7203
chr10,OTUD1.csv,3303
chr14,TRAJ39.csv,63
chr8,RHPN1.csv,15395
chr5,MIR12125.csv,85
chr17,OTOP3.csv,14192
chr11,LOC105369318.csv,1753
chr6,MIR4465.csv,70
chr8,LRRC14.csv,7208
chr17,LOC107985089.csv,12397
chr18,IMPA2.csv,49414
chr5,LOC102723638.csv,54226
chr17,LOC105371793.csv,5370
chr6,AIG1.csv,284671
chr1,UBL4B.csv,1505
chr10,LOC105378287.csv,6319
chr13,LOC105377815.csv,12171
chr17,CCL2.csv,1919
chr1,PRAMEF2.csv,4824
chr17,FBXW10.csv,35326
chr2,LOC105374567.csv,20441
chr9,PRRX2.csv,57028
chr23,SNORA11G.csv,131
chr17,MIR4730.csv,76
chr13,LOC112268111.csv,2167
chr4,TIGD2.csv,3733
chr1,S100A1.csv,3606
chr10,CDH23.csv,419028
chr21,DYRK1A.csv,160786
chr14,LOC112268139.csv,16833
chr10,GOLGA7B.csv,21736
chr2,LOC105373466.csv,915
chr16,CORO1A.csv,5475
chr9,LOC107987129.csv,7691
chr4,RAPGEF2.csv,257095
chr19,LOC105372296.csv,1291
chr5,LOC105379155.csv,6464
chr6,GFRAL.csv,75025
chr3,LOC105374006.csv,8808
chr3,SNORA63B.csv,125
chr9,LOC107987113.csv,6758
chr11,BANF1.csv,2071
chr15,FBN1-DT.csv,5683
chr11,SLC39A13.csv,9369
chr2,LINC01293.csv,3324
chr1,VASH2.csv,41045
chr11,IRAG1-AS1.csv,58697
chr3,LOC105374027.csv,19407
chr1,MROH7.csv,68481
chr7,TMEM106B.csv,32074
chr12,PSMD9.csv,29508
chr3,ZNF589.csv,29887
chr14,TRAV35.csv,580
chr6,LY6G5B.csv,3571
chr20,LOC107985394.csv,5385
chr19,LINC01532.csv,11401
chr13,LOC105370227.csv,8540
chr8,LOC105379245.csv,2719
chr8,LINC02905.csv,1969
chr19,KASH5.csv,29785
chr13,LINC02341.csv,61065
chr17,LOC112268195.csv,1965
chr17,TUBG2.csv,7723
chr2,CD8B2.csv,56963
chr5,PCYOX1L.csv,11608
chr7,KLHL7.csv,72130
chr6,KLHDC3.csv,7046
chr3,CLDN18.csv,34834
chr9,OR1L6.csv,8481
chr1,LOC107984919.csv,19722
chr5,FER.csv,450757
chr10,SNORA74C-2.csv,204
chr19,MIR10394.csv,83
chr2,LINC01960.csv,1879
chr12,OS9.csv,27426
chr20,TTLL9.csv,74367
chr7,ZKSCAN1.csv,29794
chr17,LINC00670.csv,87220
chr6,ZBTB24-DT.csv,12620
chr6,LOC102724736.csv,11676
chr12,MIR613.csv,95
chr7,ANLN.csv,63983
chr1,DHCR24-DT.csv,2749
chr1,OR2T1.csv,4973
chr11,LOC101929473.csv,34305
chr1,LOC400748.csv,4242
chr6,LOC107986666.csv,104048
chr11,OR52K2.csv,1067
chr1,SNORD46.csv,98
chr2,LOC101927262.csv,15213
chr23,COX7B.csv,7909
chr6,CD83.csv,19663
chr15,ST8SIA2.csv,74848
chr1,HMCN1.csv,456559
chr5,SLC25A46.csv,27013
chr13,LOC105370250.csv,10409
chr19,MIR643.csv,97
chr13,LINC01074.csv,1094
chr21,LINC00112.csv,1147
chr16,MIR8058.csv,89
chr5,NIM1K.csv,88626
chr9,FGD3.csv,88714
chr1,C1orf68.csv,949
chr19,LOC107985288.csv,10670
chr3,ARHGAP31.csv,126426
chr10,LOC105378375.csv,14079
chr5,DOCK2.csv,446136
chr15,LOC107984747.csv,23012
chr6,NCR2.csv,15282
chr2,HOXD13.csv,8458
chr17,LOC105371499.csv,21490
chr16,PRRT2.csv,3728
chr12,MTRFR.csv,24525
chr9,GALNT12.csv,42412
chr1,MIR4666A.csv,79
chr18,LINC02582.csv,24949
chr15,RPUSD2.csv,5651
chr4,LOC105374391.csv,53011
chr22,PEX26.csv,27407
chr6,TAAR8.csv,1085
chr9,CYSRT1.csv,1142
chr5,C5orf38.csv,6686
chr17,LOC102724262.csv,7045
chr6,LOC105375072.csv,3959
chr9,LOC105376276.csv,2371
chr16,NUP93.csv,120158
chr23,OTUD6A.csv,1723
chr7,ORAI2.csv,23251
chr8,SYBU-AS1.csv,6600
chr22,IGLJ1.csv,38
chr16,CLDN9.csv,1583
chr23,DUSP21.csv,868
chr13,TPP2.csv,82974
chr19,IFNL2.csv,1793
chr8,MIR7160.csv,52
chr22,LOC105373058.csv,5881
chr16,LOC107984842.csv,5775
chr13,LINC00373.csv,93216
chr6,TFAP2A-AS2.csv,3426
chr19,SNAR-A3.csv,121
chr23,GLUD2.csv,2485
chr23,CHST7.csv,24732
chr12,CDKN1B.csv,5002
chr4,LOC107986281.csv,2736
chr9,TPD52L3.csv,3522
chr19,LOC105372249.csv,9156
chr6,LOC105374907.csv,4245
chr14,RNASE3.csv,964
chr1,WDTC1.csv,74024
chr10,LOC105376451.csv,14108
chr14,OXA1L.csv,6355
chr4,CD38.csv,74905
chr15,LOC107984785.csv,7456
chr14,LOC107984668.csv,4389
chr9,LOC105376184.csv,17089
chr9,LOC105376196.csv,11301
chr21,MIRLET7C.csv,84
chr13,MIR4306.csv,91
chr3,MYNN.csv,16321
chr7,MALSU1.csv,12986
chr7,MACC1-DT.csv,4124
chr5,SNORA70J.csv,135
chr12,MDM2.csv,42538
chr20,EDN3.csv,25578
chr2,PPM1B.csv,78478
chr5,HMHB1.csv,8556
chr5,CAST.csv,112647
chr7,ZNF735.csv,13088
chr15,SNORD116-11.csv,94
chr7,LINC01449.csv,31898
chr5,PCDHGB7.csv,95299
chr5,ANKHD1-EIF4EBP3.csv,147744
chr6,L3MBTL3.csv,122860
chr2,HAGLROS.csv,844
chr2,LINC01958.csv,28014
chr12,LINC02347.csv,30305
chr12,LOC105369902.csv,39195
chr12,OR6C3.csv,2594
chr7,MIR335.csv,94
chr3,LINC01988.csv,1608
chr2,NEU2.csv,2386
chr1,ZBTB18.csv,8824
chr16,MYLPF.csv,7058
chr2,SPEG.csv,59415
chr2,LOC105374378.csv,23165
chr11,SBF2-AS1.csv,53027
chr11,PTDSS2.csv,43185
chr4,LOC105374511.csv,81542
chr11,LOC105369403.csv,25752
chr15,CGNL1.csv,174266
chr1,OR2W3.csv,945
chr20,LOC105376995.csv,2736
chr10,LOC105378560.csv,13764
chr23,SLC6A8.csv,8668
chr1,C1orf112.csv,59351
chr7,UNCX.csv,4455
chr22,LOC112268299.csv,3974
chr17,RPA1.csv,70078
chr1,OR2L5.csv,10617
chr1,LOC107985238.csv,5177
chr7,TRBJ1-5.csv,50
chr7,CD36.csv,77071
chr11,LOC644277.csv,4208
chr12,LOC101929204.csv,14023
chr10,GTPBP4.csv,31499
chr3,OR5K3.csv,966
chr3,CFAP91.csv,64081
chr6,MIR6835.csv,64
chr10,LOC105378271.csv,31941
chr6,LOC105378077.csv,12771
chr10,LINC02674.csv,19722
chr10,VCL.csv,123248
chr5,MIR6131.csv,109
chr1,PPCS.csv,17077
chr6,LOC105377890.csv,1212
chr20,DTD1.csv,178591
chr2,RRM2.csv,88443
chr14,LOC105370700.csv,5333
chr10,ARID5B.csv,195246
chr6,ASF1A.csv,15020
chr4,LOC100506444.csv,38458
chr11,LINC02685.csv,4127
chr19,ARRDC2.csv,12979
chr5,LOC107986488.csv,10885
chr5,FGF18.csv,37980
chr4,LOC105374489.csv,2235
chr8,MCPH1.csv,241894
chr2,STARD7-AS1.csv,34208
chr13,LINC00431.csv,24576
chr8,ZBTB10.csv,40673
chr1,LOC105371702.csv,8053
chr14,GALNT16.csv,120359
chr5,ANKHD1.csv,138017
chr5,CXXC5.csv,36584
chr12,PPP1R12A-AS2.csv,63192
chr1,TRL-CAG1-5.csv,83
chr4,LOC101928551.csv,44237
chr16,ANKS4B.csv,20152
chr9,ANXA1.csv,18529
chr19,SNORA68.csv,133
chr16,MIR5189.csv,114
chr3,SNAR-I.csv,121
chr2,LOC101927948.csv,39077
chr10,SLC18A3.csv,2411
chr3,EHHADH-AS1.csv,29055
chr13,MIR5007.csv,95
chr18,LOC105372040.csv,3359
chr1,C1orf185.csv,50096
chr10,RBP3.csv,9519
chr15,ODF3L1.csv,4793
chr16,MIR3181.csv,73
chr3,MIR5002.csv,97
chr9,DOLPP1.csv,9451
chr16,BANP.csv,128103
chr10,LOC105378416.csv,1812
chr20,DOK5.csv,175579
chr11,ZBTB44-DT.csv,88665
chr1,MIR205HG.csv,3730
chr4,ADRA2C.csv,2142
chr17,KDM6B.csv,20580
chr15,LOC105370770.csv,22126
chr1,CSF1.csv,20487
chr11,CAND1.11.csv,122361
chr16,LINC02179.csv,3770
chr11,LOC105376645.csv,7059
chr10,LOC105376429.csv,2319
chr14,LINC01500.csv,189041
chr1,FOXO6.csv,22157
chr6,STXBP5.csv,186290
chr7,MIR3666.csv,111
chr3,AGTR1.csv,45101
chr13,LOC105370213.csv,41919
chr6,MANEA.csv,31918
chr2,LOC105373430.csv,34056
chr23,CCDC160.csv,9661
chr23,LOC107987334.csv,3615
chr22,SNRPD3.csv,19322
chr2,LINC01873.csv,9145
chr23,PAGE2.csv,3825
chr12,SLC6A12-AS1.csv,1449
chr18,CABLES1.csv,125907
chr11,ARHGEF12.csv,153662
chr19,SELENOV.csv,5574
chr1,LOC105372928.csv,6769
chr2,CARF.csv,76016
chr5,MOCS2-DT.csv,5285
chr1,LOC112268225.csv,5443
chr10,LINC02670.csv,4781
chr5,SLC22A4.csv,49816
chr9,VLDLR.csv,38271
chr11,LOC105369587.csv,6362
chr1,GJB4.csv,2588
chr15,LOC105370948.csv,5815
chr16,LOC105371168.csv,5875
chr5,KCTD16.csv,314964
chr15,LINC02253.csv,198207
chr10,SFXN3.csv,10010
chr17,LOC107985048.csv,5453
chr10,LOC105376435.csv,3546
chr6,PPP1R11.csv,3470
chr12,MRPS35.csv,45523
chr19,TGFBR3L.csv,4268
chr17,C17orf97.csv,4342
chr12,LINC02373.csv,13112
chr6,MIR4641.csv,66
chr6,LOC105374988.csv,5375
chr19,SPACA4.csv,973
chr20,ZBTB46-AS1.csv,14940
chr17,LINC02086.csv,51685
chr7,AP4M1.csv,7627
chr1,BCAR3-AS1.csv,8063
chr7,LOC105375577.csv,7824
chr8,PDP1.csv,9146
chr2,LYPD6B.csv,176568
chr5,DELE1.csv,28161
chr13,LOC107984576.csv,84238
chr8,LOC105375894.csv,51621
chr3,CD200.csv,30240
chr16,CMTM2.csv,8813
chr5,GRK6.csv,16396
chr1,NDUFS5.csv,8266
chr16,SNAI3-AS1.csv,23814
chr19,GNA11.csv,29638
chr2,ACSL3.csv,83604
chr11,CENATAC.csv,17656
chr9,TYRP1.csv,16911
chr2,PSD4.csv,51993
chr17,LINC01977.csv,4253
chr11,MIR612.csv,100
chr1,LOC105378816.csv,30877
chr5,LOC101929154.csv,74441
chr6,LOC102724749.csv,68720
chr1,SHISA4.csv,3911
chr7,CCM2.csv,76725
chr11,AQP11.csv,20404
chr2,POLR1B.csv,37783
chr2,LOC101927213.csv,63269
chr1,LOC107985096.csv,18749
chr19,LINC01838.csv,2877
chr22,LINC00896.csv,2206
chr17,SGCA.csv,9924
chr8,HTRA4.csv,14515
chr17,HROB.csv,20548
chr4,LINC02358.csv,14031
chr14,SNORD114-29.csv,69
chr7,LOC112267988.csv,23202
chr6,ARID1B.csv,434754
chr6,LOC107986667.csv,87478
chr4,LOC105377357.csv,22213
chr10,HPS6.csv,2688
chr5,BTNL3.csv,17882
chr9,PRSS3.csv,48710
chr17,LINC02094.csv,5482
chr7,LOC102723446.csv,97670
chr1,LINC01693.csv,14815
chr19,MIR517B.csv,67
chr23,GPR82.csv,5950
chr10,LOC105378289.csv,13261
chr10,LOC107984216.csv,1361
chr1,FMO3.csv,26947
chr1,ZBTB48.csv,9287
chr10,LOC101927445.csv,29512
chr6,ZSCAN16.csv,6330
chr4,LINC02477.csv,34676
chr6,C6orf58.csv,14647
chr9,LOC112268048.csv,2439
chr1,PLEKHN1.csv,10046
chr1,TFAP2E.csv,26853
chr10,SEC24C.csv,28004
chr1,H6PD.csv,36571
chr22,NF2.csv,95045
chr14,TRAJ9.csv,61
chr15,LOC107984790.csv,6412
chr4,TMEM131L.csv,171263
chr13,LOC101927375.csv,25648
chr7,FKBP9.csv,49502
chr11,LOC102724775.csv,7394
chr11,LOC105369389.csv,12560
chr4,LINC02353.csv,2183
chr15,LOC105370824.csv,4373
chr6,TRQ-CTG1-2.csv,72
chr1,CFAP57.csv,82029
chr14,LINC00216.csv,1121
chr19,TRAPPC5.csv,6871
chr3,GATA2-AS1.csv,14005
chr12,OR6C74.csv,12512
chr15,LINC01583.csv,9101
chr17,SLC16A3.csv,22136
chr18,RBFA.csv,16218
chr2,LOC105374761.csv,11316
chr14,LOC107984653.csv,1748
chr1,LINC01736.csv,4446
chr1,LOC107985732.csv,1066
chr18,LOC107985120.csv,2481
chr9,OR1J2.csv,131475
chr3,ECE2.csv,17010
chr7,ZNF138.csv,66396
chr3,H1-10-AS1.csv,8299
chr22,KLHDC7B.csv,5125
chr19,LEUTX.csv,9839
chr2,ACYP2.csv,334188
chr21,MORC3.csv,56441
chr23,ARSH.csv,27566
chr12,LINC02393.csv,17023
chr9,DIPK1B.csv,12171
chr9,LOC105376238.csv,4685
chr1,CELA3B.csv,12333
chr19,ZSCAN1.csv,24919
chr3,LOC105376993.csv,8145
chr1,PPIAL4F.csv,760
chr3,LINC01811.csv,276955
chr22,ADM2.csv,4895
chr22,RBX1.csv,21932
chr8,LINC01606.csv,14679
chr4,LOC107986245.csv,5860
chr2,SNORD70B.csv,75
chr16,LONP2.csv,118704
chr10,DNAJC9-AS1.csv,29618
chr6,SLC22A7.csv,9829
chr11,LOC105369435.csv,87423
chr19,MRPL34.csv,3979
chr17,HOXB-AS3.csv,15995
chr11,LOC105369408.csv,24835
chr4,TRIM60.csv,9869
chr5,GM2A.csv,17256
chr21,LOC105372759.csv,34655
chr5,LINC02109.csv,29473
chr7,LOC102724495.csv,63056
chr10,PANK1-AS1.csv,9366
chr16,TNFRSF17.csv,2859
chr22,SLC5A4-AS1.csv,68501
chr23,PLS3.csv,89688
chr1,CHRM3.csv,528886
chr6,CLPSL2.csv,2955
chr1,PADI6.csv,29504
chr17,TRS-GCT4-3.csv,82
chr6,LOC105374914.csv,91755
chr23,MPC1L.csv,709
chr12,LTBR.csv,16412
chr17,C17orf100.csv,1715
chr9,LOC101927552.csv,41430
chr23,MIR1911.csv,80
chr4,TRIM2.csv,187155
chr4,USP53.csv,82896
chr22,SERHL2.csv,20533
chr2,LINC01804.csv,28180
chr20,REM1.csv,9623
chr7,TRC-GCA1-1.csv,72
chr8,LINC02878.csv,1299
chr17,CNTROB.csv,17867
chr10,BORCS7-ASMT.csv,47690
chr19,UCA1.csv,7375
chr22,LARGE1-AS1.csv,1514
chr7,BZW2.csv,60342
chr6,OGFRL1.csv,20764
chr9,RAD23B.csv,48916
chr23,GK.csv,78115
chr16,LOC105371354.csv,6709
chr17,LOC105371552.csv,7411
chr21,LOC105379514.csv,17717
chr1,LOC105378663.csv,2826
chr6,CCN6.csv,16874
chr12,TMEM19.csv,18966
chr4,LOC105377269.csv,6602
chr23,FAM226B.csv,2023
chr11,LOC101059906.csv,3780
chr13,MIR17HG.csv,6756
chr10,LRMDA.csv,1128545
chr19,GDF15.csv,7007
chr20,NCOA3.csv,154986
chr10,ENTPD7.csv,51733
chr1,COA6.csv,11625
chr18,LOC105372041.csv,26581
chr12,LOC105370053.csv,9595
chr6,MIR548A1HG.csv,200152
chr19,MIR125A.csv,86
chr7,TRBV5-7.csv,467
chr18,ADNP2.csv,31096
chr1,ADORA1.csv,39701
chr19,NECTIN2.csv,42927
chr8,C8orf33.csv,13398
chr22,GRAMD4.csv,106740
chr1,TRMT13.csv,17365
chr11,LOC100130987.csv,73849
chr14,PPP1R36.csv,39491
chr14,LOC107984674.csv,7806
chr1,GJC2.csv,9897
chr19,SNAR-C4.csv,120
chr2,CALCRL-AS1.csv,359253
chr1,LOC112268256.csv,1772
chr1,OPRD1.csv,59098
chr7,LOC101928782.csv,38734
chr2,MIR6811.csv,58
chr16,NPIPB9.csv,37410
chr10,LOC105378450.csv,28841
chr2,CFAP36.csv,25476
chr4,FAM241A.csv,49803
chr1,KCTD3.csv,54504
chr12,CABP1.csv,40318
chr15,LOC105371021.csv,2535
chr10,CHCHD1.csv,1605
chr9,OR13C8.csv,963
chr17,UBE2Z.csv,20650
chr8,RAB2A.csv,106735
chr3,C3orf20.csv,99567
chr10,MIR605.csv,83
chr13,LINC00430.csv,27207
chr5,SPRY4-AS1.csv,138762
chr17,LOC105371871.csv,3301
chr16,LOC112268169.csv,3604
chr2,SCYGR4.csv,318
chr20,AAR2.csv,20799
chr15,FAM30C.csv,46560
chr5,OTULINL.csv,34389
chr17,CDRT7.csv,983
chr19,LOC100128398.csv,4313
chr9,MIR3960.csv,91
chr17,MIR4727.csv,55
chr3,LOC105377038.csv,2605
chr3,PODXL2.csv,43618
chr7,TSL.csv,11519
chr11,SMPD1.csv,4525
chr11,MRGPRF-AS1.csv,6094
chr4,LOC105377418.csv,7668
chr17,MYO15A.csv,71489
chr16,TRR-CCT3-1.csv,73
chr12,LINC02444.csv,49128
chr5,LOC105374656.csv,14082
chr16,NOD2.csv,39491
chr11,LOC107984394.csv,1964
chr17,LINC01028.csv,16825
chr11,ZFPL1.csv,4177
chr12,C1RL-AS1.csv,13544
chr1,LOC105378879.csv,18473
chr11,LOC105369380.csv,17111
chr14,TRAJ31.csv,57
chr12,LOC122455340.csv,823
chr16,LOC105371082.csv,147585
chr11,LOC105369458.csv,23389
chr11,OR8I2.csv,933
chr2,CENPA.csv,8534
chr2,NABP1.csv,8808
chr11,CNTF.csv,3069
chr17,LINC01563.csv,15058
chr24,FAM41AY1.csv,15785
chr13,WDFY2.csv,183516
chr12,LOC105370079.csv,2788
chr19,ILF3.csv,38055
chr1,DNALI1.csv,9918
chr12,LOC105369699.csv,18500
chr7,LINC00265.csv,61056
chr3,CFAP100.csv,41664
chr12,ANO6.csv,224372
chr3,ZBTB11-AS1.csv,2788
chr1,RPF1.csv,19087
chr1,CLCA2.csv,32410
chr9,LINC01504.csv,37775
chr15,SEMA6D.csv,590140
chr11,NAT10.csv,41280
chr16,SPG7.csv,49390
chr1,SDCCAG8.csv,244051
chr13,STK24-AS1.csv,1587
chr16,IRX5.csv,3621
chr4,HERC6.csv,64613
chr8,KHDRBS3.csv,199061
chr5,GZMA.csv,7607
chr19,EFNA2.csv,18615
chr22,RANBP1.csv,11252
chr10,LINC02673.csv,2702
chr6,LOC107986560.csv,27388
chr10,SNORD142.csv,195
chr19,GAPDHS.csv,11864
chr22,IGLV7-43.csv,438
chr16,LINC02134.csv,5999
chr1,OPTC.csv,14797
chr16,RMI2.csv,6302
chr5,LOC105378214.csv,10821
chr19,ZNF730.csv,72898
chr3,PIGX.csv,23631
chr15,SNORD115-26.csv,82
chr19,CAPS.csv,1958
chr14,MIR4307.csv,84
chr7,CACNA2D1-AS1.csv,20779
chr8,LOC105375884.csv,1290
chr4,PF4V1.csv,1188
chr1,EXO5.csv,7310
chr2,LINC01809.csv,669
chr18,RNF125.csv,72172
chr1,LOC105378625.csv,1329
chr19,LOC105372266.csv,7192
chr14,LOC105370415.csv,16374
chr15,TMOD2.csv,64803
chr12,LOC105369626.csv,9054
chr1,S1PR1.csv,4620
chr18,FHOD3.csv,482508
chr23,MIR934.csv,83
chr12,CHFR-DT.csv,730
chr5,LOC105377703.csv,765039
chr10,LOC102724768.csv,52247
chr7,POM121L12.csv,1293
chr23,MAGEB17.csv,4914
chr8,R3HCC1.csv,8188
chr1,SH3D21.csv,22874
chr5,MTRR.csv,49939
chr15,SMAD6.csv,80740
chr15,SNX33.csv,14390
chr15,NGRN.csv,6549
chr9,LOC105376080.csv,7635
chr12,LOC107984467.csv,7565
chr1,LIN28A.csv,18951
chr23,H2AB2.csv,591
chr2,NBEAL1.csv,211411
chr1,SCARNA1.csv,166
chr18,RELCH.csv,122995
chr5,LYRM7.csv,34485
chr8,FAM90A19.csv,3011
chr19,MARCHF2.csv,25713
chr23,TBC1D8B.csv,73478
chr19,THEG5.csv,5612
chr1,MIR4684.csv,82
chr14,SNORA11B.csv,127
chr8,LOC112268020.csv,14270
chr14,TPPP2.csv,12091
chr11,LOC105369487.csv,26063
chr22,GTPBP1.csv,33705
chr2,SLC5A7.csv,27974
chr18,TAF4B.csv,165241
chr9,NALT1.csv,1903
chr15,SENP8.csv,29435
chr14,MIR485.csv,73
chr5,SPINK7.csv,3497
chr6,AFG1L.csv,231121
chr2,SNORA41.csv,132
chr2,ARHGEF4.csv,210340
chr6,SOBP.csv,171203
chr19,ZNF93.csv,34630
chr24,DDX3Y.csv,16480
chr4,LOC101928081.csv,10216
chr16,SMG1-DT.csv,11632
chr6,LINC00240.csv,66982
chr1,LOC105378646.csv,20176
chr4,NIPAL1.csv,23402
chr20,RTF2.csv,50823
chr7,LOC107986815.csv,31158
chr6,MIR6832.csv,72
chr12,ATN1.csv,17863
chr7,NFE4.csv,15424
chr18,LOC107985132.csv,2313
chr23,MSN.csv,153550
chr6,HSPA1B.csv,2517
chr7,MIR550A2.csv,97
chr1,TSACC.csv,9682
